Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,FATHE NAGAR,6,WATER WORKS,7,7,5347,39.0
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,HANMAN FORM,6,WATER WORKS,6,6,2836,19.0
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,KOSLY,6,WATER WORKS,26,26,13610,51.0
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,LAXMIKISSAN FORM,6,WATER WORKS,11,11,3349,23.0
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,MADDEPALLY,6,WATER WORKS,6,5,5837,25.0
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,MATTAYA FORM THANDA,6,WATER WORKS,6,6,2306,18.0
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,MITTAPOOR,6,WATER WORKS,3,2,1521,7.0
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,A S REDDY NAGAR,6,WATER WORKS,4,4,586,136.0
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,CHINTAL,6,WATER WORKS,4,4,29,8.0
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,EAST FORT,6,WATER WORKS,8,8,2043,22.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,KAMALKOTE,6,WATER WORKS,4,4,3083,20.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,KAPPANPALLI,6,WATER WORKS,1,1,301,5.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,KISHANRAOPET,6,WATER WORKS,4,0,0,12.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,KORATIKAL,6,WATER WORKS,3,3,5115,11.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,KOTHUR,6,WATER WORKS,1,1,1234,5.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,LINGAMPALLY,6,WATER WORKS,2,2,47,10.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,LINGAPUR,6,WATER WORKS,2,2,0,8.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,MAMDA,6,WATER WORKS,14,9,12673,67.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,NALDURTHI,6,WATER WORKS,2,1,651,10.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,NEW SANGVI,6,WATER WORKS,3,3,168,15.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,PARIMANDAL,6,WATER WORKS,3,3,3860,13.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,PONKAL,6,WATER WORKS,7,6,9005,35.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,POTHARAM,6,WATER WORKS,2,1,2546,10.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,MANTHANI,6,WATER WORKS,13,10,13941,41.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,MIRDHAPALLY,6,WATER WORKS,12,8,4451,49.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,RAMPOOR,6,WATER WORKS,4,3,1728,16.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),BABANAGAR COLONY,6,WATER WORKS,1,1,519,3.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),BABAPOOR,6,WATER WORKS,33,23,8703,106.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),BHEEMGAL,6,WATER WORKS,136,91,43968,595.5
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),BHEEMGAL (B),6,WATER WORKS,33,33,27062,89.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),CHENGAL,6,WATER WORKS,18,18,17276,76.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),JAGRIAL,6,WATER WORKS,12,12,619,19.28
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL (T),KUPKAL,6,WATER WORKS,6,5,1627,13.52
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,HUNGERGA M,6,WATER WORKS,10,10,15795,75.84
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,JALLAPALLY ABAADI,6,WATER WORKS,8,5,1717,16.0
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,JALLAPALLY FARM,6,WATER WORKS,14,11,12467,35.33
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,KALLUR,6,WATER WORKS,8,8,8279,24.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,THARA PALLY ,6,WATER WORKS,2,2,918,12.5
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,VENNAM PALLY  ,6,WATER WORKS,2,2,4579,13.59
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,ANDUGULAPALLY,6,WATER WORKS,1,1,1535,5.0
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,BOMPALLY,6,WATER WORKS,2,2,2309,12.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,MALLAMPALLY,6,WATER WORKS,4,2,1842,20.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,MUDDUNUR,6,WATER WORKS,3,3,1542,17.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,MYSAMPALLY,6,WATER WORKS,2,2,1147,15.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,REBALLY,6,WATER WORKS,1,1,137,7.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,SHAMBHAIPALLY,6,WATER WORKS,2,0,0,10.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,SWAMIRAOPALLY,6,WATER WORKS,2,2,782,15.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,THOGARAIMLLAIAHPALLY,6,WATER WORKS,7,2,0,37.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,VENKATAPOOR,6,WATER WORKS,3,3,1338,20.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,ADVIRANGAPUR,6,WATER WORKS,3,1,354,15.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,AREPALLY(SHIV N GAR),6,WATER WORKS,1,1,0,7.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,BIKKOJIPALLY,6,WATER WORKS,1,1,1020,7.5
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,KOTHAGUDEM,6,WATER WORKS,2,1,984,10.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,KRISHNA NAGAR,6,WATER WORKS,2,0,0,10.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,KUNTAPALLI,6,WATER WORKS,4,2,2100,22.5
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,MONDRAI,6,WATER WORKS,5,4,8566,32.5
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,NALLABELLY-II,6,WATER WORKS,4,4,3950,20.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,NARLVAI,6,WATER WORKS,1,1,2420,11.98
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,NUMMADIVARAM,6,WATER WORKS,1,1,797,5.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,Narsa nagar,6,WATER WORKS,1,1,215,5.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,PALLARUGUDA,6,WATER WORKS,2,1,48,15.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,POCHAMMA THANDA,6,WATER WORKS,3,3,2556,32.94
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,REKYANAIK THANDA,6,WATER WORKS,1,1,0,5.0
WARANGAL,WARANGAL,WARANGAL,A.J.MILLS,CHRITIAN COLONY,6,WATER WORKS,1,1,154,3.0
WARANGAL,WARANGAL,WARANGAL,A.J.MILLS,GRAIN MARKET,6,WATER WORKS,6,4,550,23.0
WARANGAL,WARANGAL,WARANGAL,A.J.MILLS,S R T COLONY,6,WATER WORKS,2,2,12945,82.0
WARANGAL,WARANGAL,WARANGAL,A.J.MILLS,S.R.NAGAR,6,WATER WORKS,4,4,2017,44.999
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,TATIPALLI,6,WATER WORKS,6,5,1400,16.0
NIZAMABAD,DICHPALLY,DICHPALLY,YELLAREDDIPALLY,ANSANPALLY,6,WATER WORKS,13,13,33331,30.0
NIZAMABAD,DICHPALLY,DICHPALLY,YELLAREDDIPALLY,DONKAL,6,WATER WORKS,4,4,1305,28.0
NIZAMABAD,DICHPALLY,DICHPALLY,YELLAREDDIPALLY,G K THANDA,6,WATER WORKS,2,2,397,12.73
NIZAMABAD,DICHPALLY,DICHPALLY,YELLAREDDIPALLY,GOURARAM,6,WATER WORKS,2,2,3117,65.0
NIZAMABAD,DICHPALLY,DICHPALLY,YELLAREDDIPALLY,K K THANDA,6,WATER WORKS,2,2,1029,10.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,KAMALAPOOR,6,WATER WORKS,8,7,9513,32.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,LINGAPOOR,6,WATER WORKS,6,5,4840,24.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,MAHANTHAM,6,WATER WORKS,9,9,4778,22.665
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,MOKANPALLY,6,WATER WORKS,11,11,3629,32.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NALESWAR,6,WATER WORKS,17,17,9112,32.065
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NARAYANNAPOOR,6,WATER WORKS,6,6,5217,13.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NIZAMPOOR,6,WATER WORKS,5,5,7955,20.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,SALEEM FORM,6,WATER WORKS,2,2,1897,6.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,SHAKAPOOR,6,WATER WORKS,2,1,1227,6.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,SIRANPALLY,6,WATER WORKS,8,8,8204,16.333
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,ODEDU,6,WATER WORKS,3,3,7509,22.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,PARPALLY,6,WATER WORKS,3,3,0,22.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,POTHARAM,6,WATER WORKS,2,2,1697,12.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,RAMAKISTAPUR,6,WATER WORKS,2,1,1223,12.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,RANGAIAHPALLY,6,WATER WORKS,1,1,163,3.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SARVARAM,6,WATER WORKS,2,2,1233,10.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SUKRAVARAMPALLY,6,WATER WORKS,1,1,979,10.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SUKRAVARAMPET,6,WATER WORKS,1,1,1200,5.0
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,ADIVARAMPET,6,WATER WORKS,3,3,2434,20.0
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,BEGUMPET,6,WATER WORKS,7,6,4432,36.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,PEDDAMPET     ,6,WATER WORKS,1,1,330,7.5
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,PEGADAPALLY   ,6,WATER WORKS,5,5,2395,30.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,RATHA PALLY,6,WATER WORKS,2,2,2628,15.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,GADEPALLI,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,GONDGUDA,6,WATER WORKS,1,0,0,5.0
NIZAMABAD,ARMOOR,ARMOOR,ARMOOR,B1 ZONE,6,WATER WORKS,42,18,6951,188.5
NIZAMABAD,ARMOOR,ARMOOR,ARMOOR,B2 ZONE,6,WATER WORKS,47,38,15766,178.395
NIZAMABAD,ARMOOR,ARMOOR,ARMOOR,B3 ZONE,6,WATER WORKS,53,45,10537,168.68
NIZAMABAD,ARMOOR,ARMOOR,ARMOOR-TOWN2,A1 ZONE,6,WATER WORKS,13,7,1275,50.1
NIZAMABAD,ARMOOR,ARMOOR,ARMOOR-TOWN2,A2 ZONE,6,WATER WORKS,44,31,3644,124.86
NIZAMABAD,ARMOOR,ARMOOR,ARMOOR-TOWN2,A3 ZONE,6,WATER WORKS,28,19,6934,109.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,ALOOR,6,WATER WORKS,44,31,19037,142.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,DEGAON,6,WATER WORKS,22,5,1332,70.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,GAGGUPALLY,6,WATER WORKS,6,4,3902,26.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,ISSAPALLY,6,WATER WORKS,10,8,11493,42.0
NIZAMABAD,ARMOOR,ARMOOR,DEGOAN,MACHARLA,6,WATER WORKS,33,13,4549,65.0
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,KOTAGIRI,6,WATER WORKS,51,50,46587,341.102
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,KOTHAPALLY,6,WATER WORKS,12,12,7676,26.0
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,RAMPUR,6,WATER WORKS,6,5,5842,22.337
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,SUDDULAM THANDA,6,WATER WORKS,7,7,2434,15.0
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,SUDLAM,6,WATER WORKS,5,5,2990,33.66
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,VALBHAPOOR,6,WATER WORKS,4,4,2288,8.0
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,YADGARPOOR,6,WATER WORKS,9,8,519,21.0
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,ADKASPALLY,6,WATER WORKS,8,8,4734,16.0
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,BASWAPOOR,6,WATER WORKS,13,11,4845,20.0
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,CHETA NAGAR,6,WATER WORKS,4,4,1065,4.999
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,DOMALEDGI,6,WATER WORKS,6,6,4961,30.327
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,GANNARAM,6,WATER WORKS,2,2,1377,6.0
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,HANGARGA FARM,6,WATER WORKS,12,12,8838,37.667
NIZAMABAD,BODHAN,RUDRUR,POTHANGAL,HEGDOLI,6,WATER WORKS,12,7,3556,25.667
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,POTHNOOR,6,WATER WORKS,3,2,433,9.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,RAVUTLA,6,WATER WORKS,19,13,3392,55.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,REKULAPALLY,6,WATER WORKS,10,10,1470,28.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,SARPALLY (T),6,WATER WORKS,5,2,464,19.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,SIRIKONDA,6,WATER WORKS,41,37,9888,154.9
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,GUDDELUGULAPALLY,6,WATER WORKS,1,1,1371,7.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,GUDIMAHESHWAR,6,WATER WORKS,1,1,1148,7.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,KESAVAPUR,6,WATER WORKS,1,1,292,7.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,LAXMIPUR,6,WATER WORKS,2,2,1310,15.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,MACHAPOOR,SHYAMPET,6,WATER WORKS,1,1,0,3.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,MACHAPOOR,SURYA THANDA(MACHAPUR),6,WATER WORKS,1,1,113,0.007
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,MACHAPOOR,VANCHANAGIRI,6,WATER WORKS,2,1,0,10.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,MACHAPOOR,VISWANADHAPUR,6,WATER WORKS,2,2,2910,13.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,MACHAPOOR,YELUKURTHY,6,WATER WORKS,4,4,2748,20.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,Balunayak thanda,6,WATER WORKS,3,3,1221,15.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,Bikojinayak thanda,6,WATER WORKS,1,1,0,5.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,CHINTALPALLI,6,WATER WORKS,5,4,1752,32.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,GANDINAGAR,6,WATER WORKS,2,0,0,10.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,GOLLAPALLI (MONDRAI),6,WATER WORKS,1,1,831,5.0
WARANGAL,WARANGAL,SHAMBUNIPET,SHAMBUNIPET,KAREEMABAD-I,6,WATER WORKS,5,5,1172,23.0
WARANGAL,WARANGAL,SHAMBUNIPET,SHAMBUNIPET,KAREEMABAD-II,6,WATER WORKS,20,14,2280,66.0
WARANGAL,WARANGAL,SHAMBUNIPET,SHAMBUNIPET,ORUSU,6,WATER WORKS,1,1,330,6.667
WARANGAL,WARANGAL,SHAMBUNIPET,SHAMBUNIPET,SHAMBHUNIPET,6,WATER WORKS,2,2,9987,51.0
WARANGAL,WARANGAL,SHAMBUNIPET,SHAMBUNIPET,VASANTHAPUR,6,WATER WORKS,2,2,2128,10.73
WARANGAL,WARANGAL,WARANGAL,A.J.MILLS,ABBANIKUNTA,6,WATER WORKS,1,1,16,2.0
NIRMAL,NIRMAL,KHANAPUR,KHANAPUR,SATTANPALLI,6,WATER WORKS,12,7,2425,36.0
NIRMAL,NIRMAL,KHANAPUR,KHANAPUR,SINGAPUR,6,WATER WORKS,1,1,1068,5.0
NIRMAL,NIRMAL,KHANAPUR,KHANAPUR,SURJAPUR,6,WATER WORKS,16,13,5058,39.0
NIRMAL,NIRMAL,KHANAPUR,KHANAPUR,TARLAPAD,6,WATER WORKS,4,3,1353,12.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,ANANTHAPET(OLD),6,WATER WORKS,1,1,2913,3.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,ARIPALLI,6,WATER WORKS,2,2,1087,10.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,BANDALKANAPUR,6,WATER WORKS,2,1,0,10.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,BOORGUPALLI,6,WATER WORKS,1,1,79,5.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,CHANDARAM,6,WATER WORKS,2,1,1596,10.0
NIRMAL,NIRMAL,KHANAPUR,MAMDA,DIMMADURTHI,6,WATER WORKS,2,2,1278,10.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,DHARMARAM  A,6,WATER WORKS,6,6,3744,14.999
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,GANDHINAGAR,6,WATER WORKS,5,5,2894,29.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,JANNEPALLY,6,WATER WORKS,16,16,4445,50.332
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,ADIVISREERAMPOOR,6,WATER WORKS,3,3,6522,29.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,DHARIYA POOR,6,WATER WORKS,5,5,957,13.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,HARIPURAM,6,WATER WORKS,1,1,1189,7.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,IPPALAPALLY,6,WATER WORKS,3,3,3514,17.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,JILLELLA PELLY,6,WATER WORKS,1,1,2411,3.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,KESHANA PELLY,6,WATER WORKS,6,6,5247,27.73
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,KHAMMAMPALLY,6,WATER WORKS,10,10,6293,49.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,LAKKARAM,6,WATER WORKS,5,5,6767,30.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,MACHU PET,6,WATER WORKS,4,4,2697,20.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,MAIDAM BANDA,6,WATER WORKS,2,2,212,12.5
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,MUTHARAM,6,WATER WORKS,1,1,34265,65.34
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,KOONARAM      ,6,WATER WORKS,2,2,818,15.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,KOTHAPALLY    ,6,WATER WORKS,1,1,51,5.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,MADIPALLY (J) (REC)           ,6,WATER WORKS,1,1,2064,7.5
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,MANGAPET (REC),6,WATER WORKS,2,2,1052,10.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,MIRZAMPET (REC)H/O POCHAMPALY ,6,WATER WORKS,2,2,14177,15.0
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,MOTLA PALLY,6,WATER WORKS,1,1,4239,7.5
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,PANDILLA (REC),6,WATER WORKS,3,3,5039,21.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,BALVANTHAPOOR,6,WATER WORKS,2,2,699,12.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,BANDAMPALLY,6,WATER WORKS,2,2,1279,15.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,BOBBARAPALLY,6,WATER WORKS,1,1,493,5.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,CHANDRAIAHPALLY,6,WATER WORKS,2,2,1636,12.5
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,DESAIPALLY,6,WATER WORKS,1,1,620,5.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,DUGGONDI(H.Q),6,WATER WORKS,5,3,6918,40.62
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,GOLLAPALLY,6,WATER WORKS,2,0,0,10.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,DUGGONDI,GOPALAPURAM,6,WATER WORKS,2,2,513,10.0
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,CHANDOOR,6,WATER WORKS,30,27,29640,127.66
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,CHINTAKUNTA,6,WATER WORKS,22,16,11452,45.999
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,DUBBA THANDA 6NO,6,WATER WORKS,1,1,2588,5.0
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,GHANPUR,6,WATER WORKS,16,16,5225,28.0
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,GOVOOR,6,WATER WORKS,24,21,12288,47.0
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,KAREGAON THANDA,6,WATER WORKS,7,6,2839,16.02
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,LAXMAPUR,6,WATER WORKS,8,7,8037,28.38
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,MEDPALLY,6,WATER WORKS,6,5,4621,18.0
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,MOSRA,6,WATER WORKS,22,19,33115,103.32
NIZAMABAD,BODHAN,RUDRUR,CHANDOOR,THIMMAPUR,6,WATER WORKS,8,7,3783,37.001
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,DEVUNIGUTTA THANDA,6,WATER WORKS,9,9,8220,34.333
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,EKLASPOOR,6,WATER WORKS,7,7,3468,30.3
NIZAMABAD,BODHAN,RUDRUR,KOTAGIRI,ETHONDA,6,WATER WORKS,28,25,9431,109.66
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,DUPYA (T),6,WATER WORKS,8,8,1584,15.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,JAGADAMBA (T),6,WATER WORKS,2,2,853,15.73
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,JANGILODI (T),6,WATER WORKS,1,1,295,3.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,JINGIAL,6,WATER WORKS,6,0,0,8.2
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,KONDUR,6,WATER WORKS,22,22,11388,59.8
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,KURDULPET,6,WATER WORKS,1,1,1291,5.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,MYLARAM,6,WATER WORKS,13,13,8906,103.4
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,NARSINGPALLY ,6,WATER WORKS,1,1,0,3.0
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,NYVANANDI,6,WATER WORKS,25,10,6080,89.2
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,PANDIMADUGU,6,WATER WORKS,11,9,5288,38.2
NIZAMABAD,DICHPALLY,DICHPALLY,SIRIKONDA,PEDDAVALGOT,6,WATER WORKS,13,8,14366,35.0
NIZAMABAD,NIZAMABAD,NANDIPET,NOOTHPALLY,SIDDAPOOR,6,WATER WORKS,15,3,8957,43.9
NIZAMABAD,NIZAMABAD,NANDIPET,NOOTHPALLY,SIRPOOR,6,WATER WORKS,11,7,3567,27.0
NIZAMABAD,NIZAMABAD,NANDIPET,NOOTHPALLY,TONDKOOR,6,WATER WORKS,5,3,3577,17.0
NIZAMABAD,NIZAMABAD,NANDIPET,NOOTHPALLY,VANNEL (K),6,WATER WORKS,9,3,5156,38.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,ANATH GIRI,6,WATER WORKS,9,9,4232,21.333
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,ANJUMAN FORM,6,WATER WORKS,4,2,1616,12.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,ASHA JYOTHI COLONY,6,WATER WORKS,5,5,4092,21.0
